5000 0.000040 11.504394 1 13
7500 0.000042 12.204447 1 13
10000 0.000041 12.504332 1 14
12500 0.000044 13.110532 1 14
15000 0.000044 13.204265 1 14
17500 0.000042 13.445976 1 15
20000 0.000042 13.504125 1 15
22500 0.000061 13.642769 1 15
25000 0.000058 14.110638 2 15
27500 0.000053 14.130109 1 15
30000 0.000048 14.204234 1 15
32500 0.000049 14.225920 2 15
35000 0.000047 14.446001 2 16
37500 0.000051 14.485920 2 16
40000 0.000050 14.504174 2 16
42500 0.000049 14.633237 1 16
45000 0.000049 14.642701 1 16
47500 0.000052 14.684323 2 16
50000 0.000055 15.110520 2 16
