5000 0000051 11.364400 1 13
7500 0000050 11.909600 1 13
10000 0000049 12.363100 1 14
12500 0000050 12.690480 1 14
15000 0000054 12.908733 1 14
17500 0000054 13.128457 1 15
20000 0000053 13.362400 1 15
22500 0000053 13.544356 1 15
25000 0000054 13.689920 1 15
27500 0000052 13.809018 1 15
30000 0000057 13.908267 1 15
32500 0000059 13.992246 1 15
35000 0000055 14.128029 1 16
37500 0000054 14.252827 1 16
40000 0000060 14.362025 1 16
42500 0000062 14.458376 1 16
45000 0000058 14.544022 1 16
47500 0000058 14.620653 1 16
50000 0000058 14.689620 1 16
