5000 0.000046 11.499600 5 13
7500 0.000042 12.212800 5 13
10000 0.000040 12.509600 6 14
12500 0.000043 13.115920 6 14
15000 0.000045 13.201133 6 14
17500 0.000041 13.445600 7 15
20000 0.000043 13.510200 8 15
22500 0.000045 13.649067 7 15
25000 0.000044 14.118120 8 15
27500 0.000043 14.128582 9 15
30000 0.000047 14.206833 8 15
32500 0.000046 14.222677 5 15
35000 0.000048 14.441029 6 16
37500 0.000044 14.483333 6 16
40000 0.000044 14.501675 9 16
42500 0.000043 14.640000 8 16
45000 0.000049 14.641800 9 16
47500 0.000045 14.686884 8 16
50000 0.000048 15.110100 8 16
