5000 0.000269 230.447682 1 5000
7500 0.000395 344.893199 1 7496
10000 0.000537 476.095154 1 9993
12500 0.000821 732.811992 1 12500
15000 0.000866 781.718438 1 14992
17500 0.000865 774.015265 1 17499
20000 0.001242 1113.586280 1 19998
22500 0.001500 1359.820089 1 22488
25000 0.001819 1625.798570 1 24991
27500 0.001271 1157.476242 1 27493
30000 0.001604 1455.934915 1 29957
32500 0.001917 1749.891846 1 32498
35000 0.002081 1853.631646 1 34999
37500 0.001957 1786.011518 1 37500
40000 0.002823 2496.346528 1 39987
42500 0.002632 2386.295786 1 42499
45000 0.003430 3060.585676 1 44998
47500 0.002392 2063.877606 1 47499
50000 0.002923 2443.752270 1 49993
