1536 19.01947188 3640176731 2950257 5.42622444 454324294 3572538
1568 19.83546900 4126398680 3074429 5.99607011 483410605 3720588
1600 19.93830533 4240651404 3201161 6.03475255 514025992 3947207
1632 19.97091100 4652934832 3330453 6.07372866 545927133 4153330
1664 21.55876200 4689033072 3462305 6.11860211 579874701 4561204
1696 20.10103544 5222151078 3596717 6.15574500 614399636 4694173
1728 20.21694266 5341988722 3733689 6.20050422 651088437 5072491
1760 20.26720411 5835996284 3873221 6.24329455 689171097 5351318
1792 22.44103788 5805753086 4015313 6.29472133 730358229 6072762
